"Disease","date","variable","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90"
"FLU",2025-07-21,"R","estimate",0.951785714285714,0.946190874653283,0.065,0.850648037447238,0.908968691805478,0.935481968340328,0.96837360481202,0.99661963507125,1.0649481407574
"FLU",2025-07-22,"R","estimate",0.953571428571429,0.954627488490441,0.0642,0.853600531784121,0.911267708413798,0.937466380133767,0.969953151021807,0.997839011513455,1.06525058915699
"FLU",2025-07-23,"R","estimate",0.955357142857143,0.954873799664736,0.0634,0.856555177260455,0.913567110543339,0.939450847810175,0.971532755051155,0.999058810102451,1.06555572208121
"FLU",2025-07-24,"R","estimate",0.957142857142857,0.961643083245665,0.0626,0.859511965228405,0.915866896285302,0.941435371070317,0.973112416562438,1.00027902820303,1.06586352027821
"FLU",2025-07-25,"R","estimate",0.958928571428571,0.958198329096093,0.0618,0.862470887084652,0.918167063743413,0.943419949617092,0.974692135220649,1.00149966320183,1.06617396467759
"FLU",2025-07-26,"R","estimate",0.960714285714286,0.959638495303484,0.061,0.865431934270118,0.920467611033823,0.945404583155509,0.976271910693383,1.00272071250706,1.06648703638827
"FLU",2025-07-27,"R","estimate",0.9625,0.959334501075127,0.0602,0.868395098269706,0.922768536285009,0.947389271392673,0.977851742650803,1.00394217354835,1.06680271669645
"FLU",2025-07-28,"R","estimate",0.964285714285714,0.961457645512093,0.0594,0.871360370612027,0.925069837637667,0.949374014037762,0.979431630765622,1.00516404377646,1.06712098706349
"FLU",2025-07-29,"R","estimate",0.966071428571429,0.97086327543536,0.0586,0.874327742869136,0.927371513244624,0.951358810802014,0.981011574713074,1.00638632066311,1.06744182912394
"FLU",2025-07-30,"R","estimate",0.967857142857143,0.968697347837332,0.0578,0.877297206656274,0.929673561270727,0.953343661398703,0.98259157417089,1.00760900170076,1.06776522468356
"FLU",2025-07-31,"R","estimate",0.969642857142857,0.965563731240121,0.057,0.8802687536316,0.931975979892757,0.955328565543126,0.984171628819279,1.00883208440238,1.06809115571725
"FLU",2025-08-01,"R","estimate",0.971428571428571,0.969822136743303,0.0562,0.883242375495936,0.934278767299325,0.957313522952581,0.985751738340898,1.01005556630125,1.06841960436725
"FLU",2025-08-02,"R","estimate",0.973214285714286,0.976553547288227,0.0554,0.886218063992508,0.93658192169078,0.959298533346352,0.987331902420831,1.01127944495076,1.06875055294108
