"Disease","date","variable","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90"
"RSV",2025-04-28,"R","estimate",0.784547853208478,0.79047219369276,0.0861880704970424,0.661468453021912,0.732342332630557,0.766272776037913,0.805250677815477,0.841914037326872,0.937807670761525
"RSV",2025-04-29,"R","estimate",0.783787493783624,0.789048240997863,0.0832847952515978,0.663461797158628,0.731842437125777,0.765879408925467,0.80403132616152,0.840389408574348,0.931715251226114
"RSV",2025-04-30,"R","estimate",0.783245808335965,0.787649210551839,0.0805426373260162,0.665700438559416,0.732394311530822,0.764618906170413,0.802732390099087,0.838212243506532,0.925728214506283
"RSV",2025-05-01,"R","estimate",0.783035461305319,0.786284849438949,0.0779669765235501,0.666138661969728,0.732587308537898,0.76419842023752,0.801577578664131,0.83515585604011,0.918927239127689
"RSV",2025-05-02,"R","estimate",0.782100262440689,0.784965292355208,0.0755612844556236,0.666443049945668,0.732870960554881,0.764185015530346,0.801239233344183,0.832534899691509,0.912590896836572
"RSV",2025-05-03,"R","estimate",0.780993830601423,0.783700937525763,0.073326755145075,0.667897215536707,0.732084466281571,0.76355158500839,0.799326277911684,0.830145629892777,0.907365352631142
"RSV",2025-05-04,"R","partial-data estimate",0.780389367053414,0.782502363340535,0.0712621103546579,0.668616538438742,0.733192207859129,0.763737896843035,0.797714626724756,0.828262044471095,0.902723631121561
"RSV",2025-05-05,"R","partial-data estimate",0.779496493267074,0.781380286958736,0.0693637372534279,0.670597678391188,0.733469223469276,0.763477157844554,0.796320400903536,0.825697008167608,0.898355530147514
"RSV",2025-05-06,"R","partial-data estimate",0.778525405189974,0.780345546362632,0.0676261274877496,0.672531311883258,0.734271542631525,0.763374050021956,0.795358875442993,0.82454273393027,0.894635141775119
"RSV",2025-05-07,"R","partial-data estimate",0.777758580787688,0.779409075545454,0.0660424100642599,0.673619886592904,0.734316980054941,0.762592268440241,0.794511419122209,0.821863896259562,0.891400280036037
"RSV",2025-05-08,"R","partial-data estimate",0.777033791132026,0.778581845364186,0.0646047201785278,0.674847136311184,0.73341379479784,0.762612474647066,0.793877837620954,0.820428468131906,0.885829658287551
"RSV",2025-05-09,"R","partial-data estimate",0.776969650912246,0.777874758653318,0.0633042583931572,0.675203604872837,0.734563380889253,0.762095874469811,0.793366237618964,0.819340403639378,0.881905079393853
"RSV",2025-05-10,"R","partial-data estimate",0.776633586053355,0.77729850891733,0.0621310998953331,0.676020171299439,0.734548682119729,0.76173918738958,0.792801673303879,0.818437600194117,0.878886689654808
"RSV",2025-05-11,"R","partial-data estimate",0.776410713856572,0.776863426790484,0.0610739820432218,0.676923399929449,0.73539716254178,0.761406333050549,0.792593417052698,0.817661245331684,0.876442909174225
"RSV",2025-05-12,"R","partial-data estimate",0.776755930122717,0.776579341051344,0.060120326084368,0.677340402130427,0.736321814101991,0.761409710563617,0.79234463223709,0.817018836662959,0.873574762555629
"RSV",2025-05-13,"R","partial-data estimate",0.777120317866579,0.776455472071073,0.0592566239067372,0.677855718248571,0.736443586609438,0.761250071631925,0.792288002593274,0.816551958682989,0.872955870966392
"RSV",2025-05-14,"R","partial-data estimate",0.778055025013753,0.776500361669521,0.0584691242844512,0.678623907937621,0.737136471237014,0.762205022180057,0.79243319911897,0.815498494793149,0.871545751103867
"RSV",2025-05-15,"R","partial-data estimate",0.778478306475121,0.776721832114481,0.0577446001587788,0.679483537709662,0.738011069968486,0.763159198976048,0.792363151676087,0.815194109064011,0.870077989609469
"RSV",2025-05-16,"R","partial-data estimate",0.778565716465489,0.77712696273653,0.0570709440684638,0.681097425710973,0.738739472998889,0.764020506897035,0.792968185533055,0.815156079190466,0.869326079116324
"RSV",2025-05-17,"R","partial-data estimate",0.779356167957912,0.777722074625713,0.0564374221520312,0.683340670477452,0.740180073385724,0.765164106949732,0.793565449883028,0.815711245016292,0.868589157369247
